rna_name	chr	strand	start_pos	end_pos	gene_name
NM_005067	chr3	-	150458911	150480956	SIAH2
NM_001351281	chr3	-	150588162	150623226	MINDY4B
NM_052995	chr3	-	150643949	150662023	CLRN1
NM_001195794	chr3	-	150644353	150690786	CLRN1
NM_174878	chr3	-	150644353	150690514	CLRN1
NR_024066	chr3	+	150690464	150798513	CLRN1-AS1
NM_053002	chr3	+	150804584	151154465	MED12L
NM_013308	chr3	-	150915618	150921003	GPR171
NM_001081455	chr3	-	150929904	150966779	P2RY14
NM_014879	chr3	-	150929904	150996330	P2RY14
NM_023915	chr3	-	151011874	151034608	GPR87
NM_176894	chr3	-	151044100	151047337	P2RY13
NM_022788	chr3	-	151054630	151102600	P2RY12
NM_176876	chr3	-	151054630	151058610	P2RY12
NM_001178145	chr3	-	151151281	151158568	IGSF10
NM_178822	chr3	-	151153777	151176497	IGSF10
NM_207365	chr3	+	151451714	151479126	AADACL2
NR_110202	chr3	-	151468966	151645963	AADACL2-AS1
NR_026915	chr3	+	151488243	151502682	AADACP1
NM_001086	chr3	+	151531903	151546276	AADAC
NM_033050	chr3	+	151591430	151602407	SUCNR1
NR_136178	chr3	-	151877252	151923218	LOC101928166
NR_027038	chr3	-	151980404	151987415	MBNL1-AS1
NM_001314057	chr3	+	151986717	152183569	MBNL1
NM_001363870	chr3	+	152016802	152183569	MBNL1
NM_207296	chr3	+	152017193	152183569	MBNL1
NR_132656	chr3	-	152057486	152058779	TMEM14EP
NM_002563	chr3	+	152552919	152559228	P2RY1
NM_002886	chr3	+	152880014	152888415	RAP2B
NR_146713	chr3	-	153101338	153480315	LINC02006
NR_160966	chr3	+	153202283	153220486	C3orf79
NR_037901	chr3	-	153742189	153838999	ARHGEF26-AS1
NM_001251962	chr3	+	153838791	153975616	ARHGEF26
NM_015595	chr3	+	153839178	153975614	ARHGEF26
NM_020865	chr3	-	153990334	154042276	DHX36
NM_001114397	chr3	-	153993456	154042286	DHX36
NM_001038705	chr3	-	154052731	154147979	GPR149
NM_001354642	chr3	+	154741912	154901518	MME
NM_000902	chr3	+	154797460	154901518	MME
NM_007287	chr3	+	154797658	154901518	MME
NM_001354644	chr3	+	154797799	154808289	MME
NM_007288	chr3	+	154797799	154901518	MME
NR_125399	chr3	+	154958733	154960912	LINC01487
NM_001352129	chr3	-	155008015	155011472	STRIT1
NM_001349250	chr3	-	155197669	155394132	PLCH1
NM_001349252	chr3	-	155197669	155462860	PLCH1
NM_014996	chr3	-	155197670	155422053	PLCH1
NR_146955	chr3	+	155203591	155204910	PLCH1-AS2
NM_173657	chr3	-	155480400	155524076	C3orf33
NM_001308229	chr3	-	155480405	155524067	C3orf33
NM_004733	chr3	-	155538813	155572216	SLC33A1
NM_001190992	chr3	-	155544299	155572248	SLC33A1
NM_001363883	chr3	-	155545118	155572195	SLC33A1
NM_003875	chr3	+	155588438	155661809	GMPS
NM_001308217	chr3	+	155838336	156256541	KCNAB1
NM_172160	chr3	+	155838336	156256927	KCNAB1
NM_003471	chr3	+	155860750	156256927	KCNAB1
NR_046617	chr3	-	155933348	155945672	KCNAB1-AS2
NM_172159	chr3	+	156008775	156256927	KCNAB1
NM_001308222	chr3	+	156008825	156256541	KCNAB1
NR_046618	chr3	-	156158945	156164725	KCNAB1-AS1
NM_001308204	chr3	-	156257341	156272634	SSR3
NM_001308205	chr3	-	156257341	156271914	SSR3
NM_007107	chr3	-	156257341	156272989	SSR3
NR_027954	chr3	-	156390959	156393502	TIPARP-AS1
NM_015508	chr3	+	156392378	156424557	TIPARP
NM_001184717	chr3	+	156392714	156424557	TIPARP
NM_001184718	chr3	+	156394452	156424557	TIPARP
NR_038387	chr3	-	156465131	156534851	LINC00886
NR_003284	chr3	-	156527059	156529810	PA2G4P4
NM_001004316	chr3	+	156544095	156763918	LEKR1
NM_001193283	chr3	+	156544141	156643045	LEKR1
NR_034007	chr3	-	156799455	156840791	LINC00880
NR_135546	chr3	+	156799629	156806336	LINC02029
NR_034008	chr3	+	156807669	156818924	LINC00881
NM_001308185	chr3	-	156864290	156878549	CCNL1
NM_020307	chr3	-	156865344	156878549	CCNL1
NM_001167911	chr3	-	156977531	157221205	VEPH1
NM_024621	chr3	-	156977531	157217445	VEPH1
NM_002852	chr3	+	157154638	157161421	PTX3
NM_001167915	chr3	-	157177307	157221394	VEPH1
NM_001167917	chr3	-	157177409	157213295	VEPH1
NR_024016	chr3	+	157261100	157287690	SLC66A1L
NM_001130001	chr3	+	157261132	157319021	SLC66A1L
NM_001243729	chr3	+	157261132	157296680	SLC66A1L
NM_001163678	chr3	-	157813799	157823952	SHOX2
NM_001271834	chr3	+	157827840	158262624	RSRC1
NM_001271838	chr3	+	157827877	158263519	RSRC1
NR_148407	chr3	+	158244496	158246363	UC.134
NR_104147	chr3	-	158263008	158288855	LOC100996447
NM_001369783	chr3	+	158288982	158324245	MLF1
NM_001374355	chr3	+	158362315	158410360	GFM1
NM_001308164	chr3	+	158362316	158410360	GFM1
NM_001308166	chr3	+	158362316	158400222	GFM1
NM_020169	chr3	-	158384202	158390437	LXN
NM_206963	chr3	-	158414680	158450246	RARRES1
NM_002888	chr3	-	158422439	158450275	RARRES1
NM_001289406	chr3	+	158519842	158547508	MFSD1
NM_022736	chr3	+	158519842	158547505	MFSD1
NM_001042705	chr3	+	158787040	158984096	IQCJ
NM_001197113	chr3	+	158787040	159615155	IQCJ-SCHIP1
NM_001042706	chr3	+	158787107	158981535	IQCJ
NM_001197107	chr3	+	158991035	159615155	SCHIP1
NR_121669	chr3	-	159483170	159486401	IQCJ-SCHIP1-AS1
NM_001197109	chr3	+	159557649	159615155	SCHIP1
NR_108088	chr3	-	159631189	159924879	IL12A-AS1
NM_000882	chr3	+	159706621	159713806	IL12A
NR_104132	chr3	+	159738435	159749210	LINC01100
NM_001168214	chr3	+	159943422	159946000	C3orf80
NR_148401	chr3	-	159945240	160167626	TRIM59-IFT80
NM_001190241	chr3	-	159974773	160117013	IFT80
NM_001190242	chr3	-	159974773	160101554	IFT80
NR_148402	chr3	-	159974773	160167626	TRIM59-IFT80
NR_148403	chr3	-	159974773	160203535	TRIM59-IFT80
NM_001288753	chr3	+	160117437	160152741	SMC4
NM_005496	chr3	+	160118346	160152741	SMC4
NM_173084	chr3	-	160153290	160167574	TRIM59
NM_002268	chr3	-	160212794	160283359	KPNA4
NR_003001	chr3	-	160232694	160233024	SCARNA7
NM_025047	chr3	+	160394947	160396235	ARL14
NM_139245	chr3	+	160474018	160796689	PPM1L
NM_001317912	chr3	+	160559936	160796689	PPM1L
NR_134243	chr3	+	160588385	160796695	PPM1L
NM_001349160	chr3	-	160801670	160822522	B3GALNT1
NM_001349161	chr3	-	160801670	160822520	B3GALNT1
NM_003781	chr3	-	160801670	160823137	B3GALNT1
NM_033167	chr3	-	160801670	160823160	B3GALNT1
NM_033169	chr3	-	160801670	160822683	B3GALNT1
NM_001320227	chr3	+	160939077	160971320	NMD3
NM_015938	chr3	+	160939077	160969795	NMD3
NM_001040100	chr3	-	161062579	161089871	SPTSSB
NM_001320679	chr3	-	161062579	161090738	SPTSSB
NR_102265	chr3	+	161144214	161166030	LINC02067
NM_001080440	chr3	+	161214595	161221730	OTOL1
NR_033945	chr3	-	162895030	163021089	LINC01192
NR_126405	chr3	-	164431882	164549268	LINC01324
NM_001041	chr3	-	164696685	164796284	SI
NM_001318810	chr3	-	164904507	164914172	SLITRK3
NM_001318811	chr3	-	164904507	164914897	SLITRK3
NM_014926	chr3	-	164904507	164914659	SLITRK3
NR_125764	chr3	+	164924747	165231516	LINC01322
NR_137635	chr3	-	165490691	165555211	BCHE
NR_135545	chr3	+	166616470	166649612	LOC105374194
NM_001199201	chr3	-	166958076	167098085	ZBBX
NM_001199202	chr3	-	166958076	167098071	ZBBX
NR_126353	chr3	+	167110583	167126307	LINC01327
NM_006217	chr3	-	167159576	167191920	SERPINI2
NM_001348951	chr3	-	167196472	167375711	WDR49
NM_001366158	chr3	-	167196472	167371730	WDR49
NM_007217	chr3	-	167401085	167452680	PDCD10
NM_145859	chr3	-	167401694	167452651	PDCD10
NM_145860	chr3	-	167401694	167452630	PDCD10
NM_001122752	chr3	+	167453431	167543357	SERPINI1
NM_005025	chr3	+	167453510	167543357	SERPINI1
NR_033843	chr3	+	167613735	167641797	LRRC77P
NM_014498	chr3	-	167726479	167813712	GOLIM4
NR_021485	chr3	+	167967309	168548374	EGFEM1P
NR_109989	chr3	+	168619732	168639781	LINC02082
NM_001105077	chr3	-	168801286	168864093	MECOM
NM_001366466	chr3	-	168801294	169381500	MECOM
NM_001366471	chr3	-	168801294	168864327	MECOM
NM_001366472	chr3	-	168801294	168863311	MECOM
NM_001366474	chr3	-	168801294	168865259	MECOM
NR_134932	chr3	+	169165654	169194840	MECOM-AS1
NR_001566	chr3	-	169482397	169482848	TERC
NM_032487	chr3	-	169484710	169487349	ACTRT3
NR_033703	chr3	+	169491183	169507504	MYNN
NM_001185119	chr3	+	169492052	169507504	MYNN
NM_001172779	chr3	-	169510790	169530692	LRRC34
NM_001080460	chr3	+	169539678	169555560	LRRIQ4
NM_024727	chr3	-	169556959	169587723	LRRC31
NM_001277127	chr3	-	169557039	169587723	LRRC31
NM_182610	chr3	+	169629359	169656956	SAMD7
NR_027622	chr3	-	169661771	169684522	LOC100128164
NR_024409	chr3	-	169672014	169684522	LOC100128164
NM_003262	chr3	+	169684594	169716161	SEC62
NM_014373	chr3	+	169755782	169803180	GPR160
NM_024947	chr3	-	169805371	169899521	PHC3
NM_002740	chr3	+	169940211	170023765	PRKCI
NM_001145098	chr3	+	170075502	170114622	SKIL
NM_001145097	chr3	+	170077410	170114637	SKIL
NM_005602	chr3	+	170136655	170152479	CLDN11
NM_001185056	chr3	+	170139013	170152479	CLDN11
NM_020949	chr3	-	170177336	170303864	SLC7A14
NR_135555	chr3	+	170185072	170379912	SLC7A14-AS1
NR_135556	chr3	+	170185072	170472994	SLC7A14-AS1
NR_135557	chr3	+	170185072	170223166	SLC7A14-AS1
NM_001320451	chr3	-	170582664	170587984	RPL22L1
NM_020390	chr3	-	170606206	170626426	EIF5A2
NM_001278659	chr3	-	170714135	170744509	SLC2A2
NM_001161561	chr3	-	170776202	171178194	TNIK
NR_027767	chr3	-	171064718	171178197	TNIK
NM_001130081	chr3	-	171318193	171528273	PLD1
NM_001164436	chr3	+	171561138	171577108	TMEM212
NR_046852	chr3	-	171594141	171618530	TMEM212-AS1
NM_022763	chr3	+	171757367	172119459	FNDC3B
NM_001135095	chr3	+	171758320	172119459	FNDC3B
NM_198407	chr3	-	172161081	172166246	GHSR
NM_004122	chr3	-	172165332	172166246	GHSR
NM_001190942	chr3	-	172223297	172241220	TNFSF10
NM_001190943	chr3	-	172235144	172241220	TNFSF10
NR_146714	chr3	-	172278690	172313397	LINC02068
NM_001146277	chr3	-	172348038	172428857	NCEH1
NM_001146278	chr3	-	172348434	172428857	NCEH1
NM_001258316	chr3	+	172468474	172539264	ECT2
NM_001349102	chr3	+	172468515	172539264	ECT2
NM_001349101	chr3	+	172468791	172539264	ECT2
NM_031955	chr3	-	172607146	172859025	SPATA16
NM_001365923	chr3	+	173113741	174012162	NLGN1
NM_001365932	chr3	+	173115533	174012162	NLGN1
NM_001365933	chr3	+	173302223	174012162	NLGN1
NR_046664	chr3	-	173628288	173638586	NLGN1-AS1
NM_207015	chr3	+	174577123	175528336	NAALADL2
NR_046390	chr3	-	174797101	174833032	NAALADL2-AS3
NR_046713	chr3	-	174952881	174988885	NAALADL2-AS2
NR_046714	chr3	-	175491365	175494121	NAALADL2-AS1
NR_109968	chr3	-	176321935	176353320	LINC01208
NR_110819	chr3	-	176531943	176534789	LINC01209
NM_001321193	chr3	-	176737131	176914266	TBL1XR1
NM_001321194	chr3	-	176737131	176915270	TBL1XR1
NR_047465	chr3	+	177012229	177041223	LINC00501
NR_047568	chr3	+	177159708	177470492	LINC00578
NR_110826	chr3	+	177534652	177617012	LINC02015
NR_046786	chr3	+	178136988	178175093	LINC01014
NR_126560	chr3	-	178243254	178578193	KCNMB2-AS1
NM_181361	chr3	+	178254223	178562217	KCNMB2
NM_001278911	chr3	+	178276637	178562217	KCNMB2
NM_152240	chr3	-	178735012	178789597	ZMAT3
NR_125401	chr3	-	178819158	178865761	LOC101928739
NM_006218	chr3	+	178866144	178957881	PIK3CA
NM_001163677	chr3	-	178957536	178984838	KCNMB3
NR_028135	chr3	-	178957536	178977679	KCNMB3
NM_014407	chr3	-	178960553	178969403	KCNMB3
NM_171828	chr3	-	178960553	178984838	KCNMB3
NM_171829	chr3	-	178960553	178977679	KCNMB3
NM_171830	chr3	-	178960553	178969645	KCNMB3
NM_001303425	chr3	+	179040818	179056371	ZNF639
NM_016331	chr3	+	179041550	179053323	ZNF639
NM_033540	chr3	+	179065496	179112724	MFN1
NM_021629	chr3	-	179113875	179169258	GNB4
NM_177989	chr3	+	179280667	179306193	ACTL6A
NM_004301	chr3	+	179280713	179306195	ACTL6A
NM_020409	chr3	-	179306073	179322426	MRPL47
NM_177988	chr3	-	179306254	179322434	MRPL47
NM_001199958	chr3	+	179322574	179342288	NDUFB5
NM_001199957	chr3	+	179322581	179345435	NDUFB5
NM_003940	chr3	+	179370827	179507189	USP13
NM_001349387	chr3	-	179512746	179692013	PEX5L
NM_001349389	chr3	-	179512746	179754725	PEX5L
NR_110059	chr3	+	179615981	179639687	PEX5L-AS2
NR_110060	chr3	+	179617324	179639687	PEX5L-AS2
NR_132416	chr3	+	180131960	180140289	LINC02053
NM_001288582	chr3	+	180319950	180336116	TTC14
NM_133462	chr3	+	180319950	180328918	TTC14
NM_181426	chr3	-	180331795	180397277	CCDC39
NR_109986	chr3	-	180425377	180587966	LOC101928882
NM_005087	chr3	+	180630457	180700539	FXR1
NM_001363882	chr3	+	180630458	180700539	FXR1
NM_001190233	chr3	-	180701497	180707306	DNAJC19
NM_145261	chr3	-	180701497	180707524	DNAJC19
NR_033723	chr3	-	180701497	180707562	DNAJC19
NR_075092	chr3	+	180774467	181460013	SOX2-OT
NR_075093	chr3	+	180892931	181460013	SOX2-OT
NR_004394	chr3	+	180949524	180949630	RNU6-1
NR_104080	chr3	+	180949524	180949631	RNU6-9
NR_125407	chr3	-	181138950	181160274	LOC102724604
NR_004053	chr3	+	181328121	181460013	SOX2-OT
NM_003106	chr3	+	181429712	181432223	SOX2
NR_104146	chr3	+	181670151	181728464	LINC01206
NR_040105	chr3	-	182164757	182204150	LINC01994
NR_134941	chr3	-	182216077	182224912	LINC01995
NM_014616	chr3	+	182511291	182639417	ATP11B
NM_001308101	chr3	-	182655861	182703706	DCUN1D1
NM_020640	chr3	-	182655861	182698326	DCUN1D1
NM_001293273	chr3	-	182733005	182817375	MCCC1
NM_020166	chr3	-	182733005	182817284	MCCC1
NR_120640	chr3	-	182733005	182817031	MCCC1
NM_014398	chr3	-	182840002	182880522	LAMP3
NM_015078	chr3	-	182895791	183146057	MCF2L2
NM_032047	chr3	+	182971040	182991173	B3GNT5
NR_038302	chr3	+	183165395	183173800	LINC00888
NR_038301	chr3	+	183165438	183173800	LINC00888
NR_145727	chr3	+	183169646	183169778	SNORA63D
NR_145763	chr3	+	183171601	183171734	SNORA63E
NM_130446	chr3	-	183205338	183273494	KLHL6
NR_046687	chr3	+	183266522	183270114	KLHL6-AS1
NM_017644	chr3	+	183353410	183402304	KLHL24
NM_001351371	chr3	+	183415584	183511278	YEATS2
NM_018023	chr3	+	183415584	183530412	YEATS2
NM_001351370	chr3	+	183415605	183530413	YEATS2
NM_001351369	chr3	+	183428026	183530413	YEATS2
NR_046727	chr3	-	183524851	183528239	YEATS2-AS1
NM_024871	chr3	-	183533668	183543365	MAP6D1
NM_001324436	chr3	-	183547058	183602668	PARL
NM_001320032	chr3	-	183637723	183735672	ABCC5
NR_135125	chr3	-	183701540	183735672	ABCC5
NR_046570	chr3	+	183724125	183729207	ABCC5-AS1
NM_182537	chr3	+	183749331	183757157	HTR3D
NM_001145143	chr3	+	183749529	183757157	HTR3D
NM_001163646	chr3	+	183750618	183757157	HTR3D
NM_130770	chr3	+	183770834	183778461	HTR3C
NR_133658	chr3	-	183812905	183822966	HTR3E-AS1
NM_001256613	chr3	+	183814851	183824783	HTR3E
NM_182589	chr3	+	183817966	183824783	HTR3E
NM_003907	chr3	+	183853145	183863099	EIF2B5
NM_004423	chr3	+	183873164	183891402	DVL3
NM_001311198	chr3	+	183892633	183901879	AP2M1
NM_004068	chr3	+	183892642	183901879	AP2M1
NM_001351298	chr3	+	183903862	183911795	ABCF3
NM_138345	chr3	+	183948140	183960117	VWA5B2
NM_001320373	chr3	+	183951203	183960117	VWA5B2
NM_005787	chr3	-	183960088	183966750	ALG3
NM_001006941	chr3	-	183960116	183967313	ALG3
NR_024534	chr3	-	183960116	183966759	ALG3
NM_032331	chr3	+	183967444	183976547	EEF1AKMT4
NM_014693	chr3	+	183967459	184010819	EEF1AKMT4-ECE2
NM_033259	chr3	-	183977000	183979341	CAMK2N2
NM_001100121	chr3	+	183993809	184010819	ECE2
NM_002808	chr3	+	184017028	184026838	PSMD2
NM_001278708	chr3	+	184018368	184026838	PSMD2
NM_001194947	chr3	+	184032282	184053146	EIF4G1
NM_001291157	chr3	+	184032393	184053141	EIF4G1
NM_182917	chr3	+	184032951	184053146	EIF4G1
NM_004953	chr3	+	184038050	184053141	EIF4G1
NR_003055	chr3	+	184043483	184043559	SNORD66
NM_001366134	chr3	+	184053713	184064063	FAM131A
NM_001171093	chr3	+	184053716	184064063	FAM131A
NM_144635	chr3	+	184055387	184064063	FAM131A
NM_001366133	chr3	+	184056620	184064063	FAM131A
NM_004366	chr3	-	184063972	184079393	CLCN2
NM_001346879	chr3	+	184079497	184086379	POLR2H
NM_001278700	chr3	+	184079501	184086383	POLR2H
NM_006232	chr3	+	184079504	184086383	POLR2H
NM_001278715	chr3	+	184080770	184086383	POLR2H
NM_001278698	chr3	+	184081148	184086379	POLR2H
NM_000460	chr3	-	184089722	184095995	THPO
NM_001289997	chr3	-	184089722	184095996	THPO
NM_001290026	chr3	-	184089722	184097476	THPO
NM_001304472	chr3	+	184097860	184107623	CHRD
NM_001304473	chr3	+	184098097	184108526	CHRD
NR_161198	chr3	+	184119324	184157436	LINC02054
NR_046593	chr3	-	184264501	184274706	LINC01840
NM_004443	chr3	+	184279572	184300196	EPHB3
NM_022149	chr3	-	184428151	184429852	MAGEF1
NR_160768	chr3	+	184430030	184456732	LOC107986163
NR_110043	chr3	-	184474176	184490943	LINC02069
NM_001349298	chr3	+	184529930	184770402	VPS8
NR_146114	chr3	+	184529953	184534019	VPS8
NM_001349295	chr3	+	184530294	184770402	VPS8
NR_146115	chr3	+	184530294	184534023	VPS8
NM_001025266	chr3	-	184794625	184870848	C3orf70
NR_038990	chr3	+	184880688	184909743	EHHADH-AS1
NM_001966	chr3	-	184908411	184971837	EHHADH
NM_001242314	chr3	+	185000748	185206882	MAP3K13
NR_038322	chr3	+	185000748	185010867	MAP3K13
NM_004721	chr3	+	185080923	185206882	MAP3K13
NM_080652	chr3	-	185207388	185216823	TMEM41A
NM_139248	chr3	-	185224049	185270376	LIPH
NM_021627	chr3	+	185304082	185351339	SENP2
NM_001291874	chr3	-	185360917	185538930	IGF2BP2
NR_138486	chr3	-	185360917	185542830	IGF2BP2
NM_001291873	chr3	-	185360918	185538919	IGF2BP2
NR_126326	chr3	+	185431039	185447575	IGF2BP2-AS1
NM_001243879	chr3	-	185632345	185655802	TRA2B
NR_151491	chr3	+	185677731	185698665	NMRAL2P
NM_004454	chr3	-	185764102	185826878	ETV5
NM_001346	chr3	-	185864989	186080023	DGKG
NR_151708	chr3	+	186158133	186163031	LINC02020
NR_033844	chr3	-	186172769	186211450	LINC02052
NM_017541	chr3	-	186256231	186262169	CRYGS
NM_001134415	chr3	-	186263855	186288332	TBCCD1
NM_001286749	chr3	-	186263855	186288107	TBCCD1
NM_018138	chr3	-	186263855	186285128	TBCCD1
NM_016306	chr3	+	186288464	186303589	DNAJB11
NM_001354571	chr3	+	186330848	186339107	AHSG
NM_001308077	chr3	+	186358187	186370930	FETUB
NM_000412	chr3	+	186383802	186396023	HRG
NM_001102416	chr3	+	186435147	186462199	KNG1
NM_001967	chr3	+	186501365	186507685	EIF4A2
NR_002587	chr3	+	186502584	186502654	SNORD2
NR_145766	chr3	+	186504111	186504236	SNORA63B
NR_002989	chr3	+	186504463	186504641	SNORA81
NR_002586	chr3	+	186505087	186505222	SNORA63
NR_002588	chr3	+	186505401	186505538	SNORA4
NM_002916	chr3	-	186507681	186524271	RFC4
NM_181573	chr3	-	186507681	186524484	RFC4
NR_125409	chr3	-	186528668	186543310	LINC02043
NM_001177800	chr3	+	186560498	186576252	ADIPOQ
NR_046662	chr3	-	186569675	186579157	ADIPOQ-AS1
NM_173217	chr3	+	186648314	186796341	ST6GAL1
NM_003032	chr3	+	186739642	186796341	ST6GAL1
NM_001353916	chr3	+	186756505	186796341	ST6GAL1
NM_052969	chr3	-	186838738	186857284	RPL39L
NR_110052	chr3	-	186914877	186925417	LOC101929106
NM_153708	chr3	+	186915273	186919250	RTP1
NM_001879	chr3	-	186933872	187009810	MASP1
NM_139125	chr3	-	186951869	187009810	MASP1
NR_033519	chr3	-	186951869	187009525	MASP1
NM_001031849	chr3	-	186964141	187009810	MASP1
NR_135551	chr3	+	187009059	187015721	LOC101929130
NM_022147	chr3	+	187086172	187089864	RTP4
NR_146716	chr3	+	187164833	187167737	LINC02041
NM_001048	chr3	-	187386699	187388182	SST
NM_001004312	chr3	-	187416046	187420345	RTP2
NR_034062	chr3	+	187420153	187450203	LOC100131635
NM_001134738	chr3	-	187439164	187452695	BCL6
NM_001130845	chr3	-	187439169	187454289	BCL6
NM_001706	chr3	-	187439169	187463256	BCL6
NR_135538	chr3	-	187676562	187694195	LINC01991
NR_135537	chr3	-	187682499	187694195	LINC01991
NR_036497	chr3	-	187868993	187871876	LPP-AS2
NM_001167672	chr3	+	187871685	188608460	LPP
NR_024413	chr3	+	187896330	187898596	FLJ42393
NM_005578	chr3	+	187930720	188608460	LPP
NM_001167671	chr3	+	187943192	188608460	LPP
NR_046623	chr3	-	188280024	188286454	LPP-AS1
NR_046873	chr3	-	188659503	188665428	TPRG1-AS1
NM_198485	chr3	+	188889759	189043093	TPRG1
NR_046722	chr3	-	188956474	188958383	TPRG1-AS2
NM_001329964	chr3	+	189314534	189615068	TP63
NM_001114978	chr3	+	189349177	189615064	TP63
NM_001114979	chr3	+	189349177	189599292	TP63
NM_001114982	chr3	+	189507447	189599292	TP63
NM_001329150	chr3	+	189507447	189615064	TP63
NM_001134418	chr3	-	189674516	189840226	P3H2
NM_018192	chr3	-	189674516	189838686	P3H2
NR_126419	chr3	+	189838752	189862635	P3H2-AS1
NM_021101	chr3	-	190023500	190040235	CLDN1
NM_006580	chr3	+	190105660	190129932	CLDN16
NM_207316	chr3	-	190146444	190167665	TMEM207
NM_001364879	chr3	+	190231873	190377539	IL1RAP
NM_001364880	chr3	+	190231873	190354009	IL1RAP
NM_002182	chr3	+	190231873	190369303	IL1RAP
NM_134470	chr3	+	190231873	190348073	IL1RAP
NM_001146686	chr3	-	190570525	190580483	GMNC
NR_024343	chr3	+	190595718	190595839	SNAR-I
NM_198184	chr3	+	190917029	190983403	OSTN
NR_133663	chr3	-	190931083	190952394	OSTN-AS1
NM_198152	chr3	-	190984956	191048325	UTS2B
NM_174908	chr3	+	191047182	191116448	CCDC50
NR_120606	chr3	+	191143312	191308145	LINCR-0002
NM_001083308	chr3	+	191178951	191179245	PYDC2
NM_004113	chr3	-	191857179	192445330	FGF12
NM_021032	chr3	-	191857181	192126838	FGF12
NR_046596	chr3	+	191956418	192000884	FGF12-AS1
NR_046598	chr3	+	192232810	192234362	FGF12-AS2
NM_178496	chr3	-	192514604	192635645	MB21D2
NM_001366112	chr3	+	192959010	192988644	PLAAT1
NR_026877	chr3	+	192959567	192961761	MGC2889
NM_198505	chr3	-	192992577	193096542	ATP13A5
NR_046758	chr3	+	193025032	193032310	ATP13A5-AS1
NM_032279	chr3	-	193116755	193272684	ATP13A4
NR_121666	chr3	+	193271001	193273373	ATP13A4-AS1
NR_046726	chr3	+	193271200	193273373	ATP13A4-AS1
NM_130837	chr3	+	193310932	193415600	OPA1
NM_130836	chr3	+	193310996	193415600	OPA1
NR_046634	chr3	-	193336387	193345121	OPA1-AS1
NR_146718	chr3	-	193558616	193561798	LINC02038
NR_033944	chr3	-	193675160	193721448	LINC02026
NR_027764	chr3	-	193710882	193712027	DPPA2P3
NR_136179	chr3	-	193723244	193788759	LINC02028
NR_136180	chr3	-	193727751	193788759	LINC02028
NR_136181	chr3	-	193766702	193787318	LINC02028
NM_005524	chr3	+	193853936	193856521	HES1
NR_125403	chr3	-	193920804	193967942	LINC02036
NR_125404	chr3	-	193920804	193924096	LINC02036
NR_125402	chr3	+	193965436	193975561	LINC02037
NR_024480	chr3	-	194018988	194030593	LINC00887
